test-0.0001-a,test-0.0001-a,test-0.0001-a
Test time,Strain,Stress
s,%,MPa
858.84,5.522970433,987.859661
859.34,5.529192735,987.8757013
859.84,5.536108255,987.9202808
860.34,5.541862064,987.9726722
860.84,5.547744422,988.0239178
861.34,5.553648682,987.9974617
861.84,5.561157438,987.9455911
862.34,5.564155512,987.9285093
862.84,5.571484774,987.8994492
863.34,5.578088441,987.8729932
863.84,5.583179026,987.8586194
864.34,5.588978541,987.8747639
864.84,5.595227506,987.9339255
865.34,5.602305856,987.9756927
865.84,5.607479761,987.9367377
866.34,5.614543352,987.9131981
866.84,5.619590135,987.8796593
867.34,5.626328542,987.8532032
867.84,5.631901428,987.8270596
868.34,5.636618741,987.834559
868.84,5.643196699,987.8839297
869.34,5.648857189,987.960694
869.84,5.655328022,987.9251762
870.34,5.660826634,987.8898667
870.84,5.667365075,987.8866378
871.34,5.674197276,987.8878877
871.84,5.679854433,987.8938247
872.34,5.685219735,987.8653897
872.84,5.692496148,987.8811175
873.34,5.697748135,987.9145521
873.84,5.704240392,987.9523614
874.34,5.710951185,987.9147604
874.84,5.71693924,987.9094484
875.34,5.722789699,987.8822632
875.84,5.728566837,987.8567446
876.34,5.734928164,987.8467454
876.84,5.741985565,987.8479953
877.34,5.747322776,987.8935123
877.84,5.753925015,987.9134064
878.34,5.759200332,987.8954913
878.84,5.766058243,987.8720558
879.34,5.772147234,987.8643481
879.84,5.777834862,987.8500785
880.34,5.784071448,987.8428916
880.84,5.790791763,987.8135191
881.34,5.796534621,987.820706
881.84,5.802747877,987.8450789
882.34,5.80911825,987.8691393
882.84,5.814700658,987.8525782
883.34,5.820936767,987.8239349
883.84,5.82777849,987.7674813
884.34,5.833061901,987.7405045
884.84,5.838971397,987.7281097
885.34,5.845809312,987.7414419
885.84,5.852138263,987.7806052
886.34,5.859638449,987.8338298
886.84,5.863368783,987.8031033
887.34,5.869424446,987.7480038
887.84,5.877057467,987.7469623
888.34,5.881889999,987.7642525
888.84,5.888653164,987.7307136
889.34,5.89403132,987.6847801
889.84,5.900892088,987.6991538
890.34,5.907491947,987.7621693
890.84,5.914052764,987.7782096
891.34,5.919639934,987.726964
891.84,5.926005069,987.7081114
892.34,5.932851554,987.6692606
892.84,5.9390072,987.635201
893.34,5.944441538,987.5960376
893.84,5.950302947,987.5940586
894.34,5.956931373,987.6474916
894.84,5.963181765,987.6737393
895.34,5.970282969,987.6243686
895.84,5.976495749,987.6230145
896.34,5.981751545,987.6420754
896.84,5.988082401,987.6472833
897.34,5.993884772,987.62666
897.84,6.000191346,987.6144736
898.34,6.007329211,987.6142652
898.84,6.013394872,987.6419712
899.34,6.019358646,987.6688439
899.84,6.025150543,987.6592614
900.34,6.031475686,987.6489498
900.84,6.037365662,987.5990582
901.34,6.044832996,987.5970792
901.84,6.050706308,987.5918713
902.34,6.056299191,987.6208272
902.84,6.063307553,987.6153068
903.34,6.069114686,987.620723
903.84,6.075257001,987.5707273
904.34,6.082493897,987.5696857
904.84,6.088201523,987.5397924
905.34,6.094537616,987.5302099
905.84,6.099739611,987.4942755
906.34,6.107700672,987.4669862
906.84,6.11334926,987.4756312
907.34,6.119742962,987.5091701
907.84,6.126638962,987.5173985
908.34,6.133751117,987.4681319
908.84,6.138807898,987.474173
909.34,6.145364431,987.4251147
909.84,6.151777177,987.4039707
910.34,6.157835221,987.3554332
910.84,6.165007366,987.38241
911.34,6.170685472,987.4123033
911.84,6.177452922,987.4192819
912.34,6.183749498,987.3257482
912.84,6.189282867,987.300542
913.34,6.196262662,987.2834601
913.84,6.202867758,987.2909595
914.34,6.21016512,987.2571082
914.84,6.216872104,987.2323187
915.34,6.22276827,987.2664824
915.84,6.228321159,987.3235609
916.34,6.234676772,987.350017
916.84,6.239714509,987.2999171
917.34,6.246712397,987.3029376
917.84,6.25189868,987.2507546
918.34,6.259047019,987.2247152
918.84,6.265207427,987.1846144
919.34,6.271287372,987.2307563
919.84,6.278609492,987.2595039
920.34,6.284088108,987.2838768
920.84,6.291808733,987.203467
921.34,6.297456368,987.172428
921.84,6.304157163,987.1436804
922.34,6.310222348,987.1557627
922.84,6.317228806,987.1264944
923.34,6.323285897,987.1327438
923.84,6.329436307,987.153992
924.34,6.336556079,987.2065917
924.84,6.344122444,987.2275274
925.34,6.349921007,987.2161742
925.84,6.355727188,987.1749277
926.34,6.362817441,987.1068086
926.84,6.369575845,987.0855604
927.34,6.374612153,987.0471261
927.84,6.381513867,987.0729573
928.34,6.388941683,987.1070169
928.84,6.394369355,987.1050379
929.34,6.402009518,987.0380644
929.84,6.409061206,986.9926516
930.34,6.414174168,986.9489054
930.84,6.420877819,986.9316152
931.34,6.427486248,986.8835984
931.84,6.434011357,986.873391
932.34,6.44151678,986.8913061
932.84,6.447287728,986.9466139
933.34,6.453519553,986.9130751
933.84,6.45991754,986.8974514
934.34,6.466006055,986.891202
934.84,6.473516715,986.8545384
935.34,6.47960761,986.8187081
935.84,6.485514251,986.7561093
936.34,6.492433104,986.773712
936.84,6.49984997,986.8137086
937.34,6.505512841,986.7792323
937.84,6.512228871,986.6905941
938.34,6.518898718,986.6810116
938.84,6.526592205,986.6536181
939.34,6.532264122,986.6299742
939.84,6.539395321,986.5687295
940.34,6.545432416,986.5642507
940.84,6.552688833,986.5798744
941.34,6.558894471,986.6369528
941.84,6.566370851,986.6349738
942.34,6.572413183,986.6228915
942.84,6.579007328,986.6136215
943.34,6.585189161,986.5438358
943.84,6.591799018,986.5014435
944.34,6.598869751,986.479987
944.84,6.60463451,986.5080055
945.34,6.610777777,986.5199836
945.84,6.617971347,986.5127967
946.34,6.624511692,986.4463441
946.84,6.631439591,986.423846
947.34,6.637490969,986.3756209
947.84,6.643931807,986.3412489
948.34,6.651309156,986.2758378
948.84,6.656562571,986.2554229
949.34,6.663160525,986.2898991
949.84,6.670046527,986.3555185
950.34,6.676737322,986.3189591
950.84,6.684102769,986.2922947
951.34,6.691377753,986.2322998
951.84,6.698106638,986.1792835
952.34,6.704716971,986.1242882
952.84,6.711576787,986.1057481
953.34,6.716729742,986.1236633
953.84,6.724350384,986.1582437
954.34,6.730869304,986.1693885
954.84,6.737589619,986.0989779
955.34,6.744278034,986.0696054
955.84,6.750729346,986.0459616
956.34,6.757039729,986.0235677
956.84,6.763422957,985.9410747
957.34,6.769683348,985.9256593
957.84,6.776699328,985.9628437
958.34,6.783281094,986.0065899
958.84,6.790435623,985.9638852
959.34,6.796798378,985.9174309
959.84,6.803769128,985.9012864
960.34,6.810252339,985.8499366
960.84,6.817375444,985.784838
961.34,6.824431894,985.7573404
961.84,6.829840997,985.7826507
962.34,6.83682365,985.8220224
962.84,6.843082136,985.8227515
963.34,6.849203503,985.7684853
963.84,6.856474679,985.728697
964.34,6.862965508,985.7047407
964.84,6.869415391,985.6549533
965.34,6.876937002,985.5883965
965.84,6.881812861,985.5581907
966.34,6.889831056,985.5651693
966.84,6.895511543,985.5744393
967.34,6.903298824,985.5600655
967.84,6.910031994,985.5547535
968.34,6.916983223,985.5045494
968.84,6.924367713,985.439555
969.34,6.930624295,985.4116407
969.84,6.937550766,985.397996
970.34,6.944077304,985.4198692
970.84,6.950289608,985.4691358
971.34,6.957806933,985.4618448
971.84,6.964194922,985.4022665
972.34,6.971655115,985.3883094
972.84,6.978145944,985.3387303
973.34,6.985615658,985.2990461
973.84,6.992564507,985.2331143
974.34,6.998527804,985.2125952
974.84,7.00591039,985.2137409
975.34,7.012524532,985.2519668
975.84,7.019619071,985.189993
976.34,7.026132277,985.1396847
976.84,7.032757369,985.0894807
977.34,7.040620828,985.0245904
977.84,7.047254967,984.9858437
978.34,7.05319303,984.9454305
978.84,7.059667196,984.9950096
979.34,7.068095323,985.0152162
979.84,7.074625193,985.0033422
980.34,7.080139517,984.9462638
980.84,7.088165806,984.9225158
981.34,7.094545225,984.8788737
981.84,7.102768148,984.8371064
982.34,7.10881905,984.7529469
982.84,7.115842172,984.7165959
983.34,7.123073354,984.6920146
983.84,7.130743988,984.7196164
984.34,7.136278785,984.6461852
984.84,7.143474735,984.6061886
985.34,7.14919712,984.5806699
985.84,7.156951073,984.5492143
986.34,7.163593782,984.5209875
986.84,7.170697367,984.5024475
987.34,7.177145822,984.5241123
987.84,7.185017851,984.5461937
988.34,7.191864335,984.4973437
988.84,7.19898744,984.4184963
989.34,7.205516358,984.3788122
989.84,7.212808007,984.3441276
990.34,7.219644017,984.3107971
990.84,7.226831397,984.2979857
991.34,7.233912605,984.2393449
991.84,7.240557218,984.2022647
992.34,7.247844582,984.1942446
992.84,7.255101951,984.1511233
993.34,7.261970812,984.1036273
993.84,7.268032665,984.0318626
994.34,7.277002607,983.9541609
994.84,7.284067626,983.929788
995.34,7.28759847,983.9228094
995.84,7.294612546,983.933746
996.34,7.303447748,983.9432243
996.84,7.310611323,983.8878124
997.34,7.318289098,983.8055278
997.84,7.324891813,983.7864669
998.34,7.332944288,983.7649062
998.84,7.340645869,983.7426165
999.34,7.346761522,983.7113691
999.84,7.352860988,983.6622067
1000.34,7.360934412,983.65252
1000.84,7.367483326,983.6340841
1001.34,7.376285677,983.5662773
1001.84,7.382336103,983.5075324
1002.34,7.389390172,983.4255602
1002.84,7.396475188,983.3372344
1003.34,7.403482599,983.2265147
1003.84,7.409576351,983.179852
1004.34,7.417871166,983.187768
1004.84,7.424469121,983.1839141
1005.34,7.431624601,983.1006921
1005.84,7.439025756,982.9973676
1006.34,7.445099987,982.9619539
1006.84,7.452687777,982.9074794
1007.34,7.459641863,982.8744614
1007.84,7.465832266,982.8075921
1008.34,7.47320533,982.8163413
1008.84,7.479991348,982.8191536
1009.34,7.487404881,982.8208201
1009.84,7.494618924,982.7159332
1010.34,7.501529207,982.6683331
1010.84,7.508915602,982.561988
1011.34,7.515145046,982.5113674
1011.84,7.521746809,982.4625174
1012.34,7.528117182,982.4572053
1012.84,7.537069984,982.5139713
1013.34,7.54431783,982.4982435
1013.84,7.550609169,982.4027308
1014.34,7.557815594,982.3102387
1014.84,7.565406716,982.2269125
1015.34,7.572587431,982.1691049
1015.84,7.579708156,982.1279626
1016.34,7.586508934,982.0673428
1016.84,7.594565694,982.0492193
1017.34,7.60123078,982.0352622
1017.84,7.608204862,982.0435948
1018.34,7.614417642,981.9993277
1018.84,7.621871645,981.9536025
1019.34,7.629644642,981.8472574
1019.84,7.636759654,981.7564318
1020.34,7.644077012,981.6923748
1020.84,7.651012053,981.6632106
1021.34,7.65781664,981.6769594
1021.84,7.664805006,981.7120606
1022.34,7.672007146,981.6163396
1022.84,7.679597792,981.5230142
1023.34,7.687307467,981.4633318
1023.84,7.694946201,981.4120862
1024.34,7.701189452,981.3922962
1024.84,7.708646788,981.2949087
1025.34,7.715975573,981.2484543
1025.84,7.7237181,981.2402258
1026.34,7.730759314,981.2057496
1026.84,7.737785768,981.107008
1027.34,7.746095344,981.042951
1027.84,7.752898026,980.9168159
1028.34,7.760760056,980.8147413
1028.84,7.767583211,980.7196453
1029.34,7.775390965,980.6515261
1029.84,7.782296963,980.6372565
1030.34,7.789974739,980.6114253
1030.84,7.79773012,980.4723747
1031.34,7.804426153,980.3908192
1031.84,7.811797789,980.3473854
1032.34,7.818985645,980.2531226
1032.84,7.826619142,980.1817745
1033.34,7.833818425,980.0910531
1033.84,7.841631416,980.0306416
1034.34,7.848648348,980.0384534
1034.84,7.855358665,980.0235588
1035.34,7.862736966,979.9663762
1035.84,7.87028143,979.8853415
1036.34,7.876872242,979.7723303
1036.84,7.884894722,979.6701515
1037.34,7.892119239,979.5938038
1037.84,7.899842245,979.5624523
1038.34,7.906902504,979.5241223
1038.84,7.914371266,979.4911043
1039.34,7.921056349,979.4039242
1039.84,7.929248324,979.3187231
1040.34,7.936291919,979.2099824
1040.84,7.943527863,979.1256146
1041.34,7.950827129,979.0458298
1041.84,7.958532995,978.9701071
1042.34,7.965439946,978.9340685
1042.84,7.972508774,978.9154242
1043.34,7.981181147,978.8923012
1043.84,7.988037153,978.832098
1044.34,7.994729377,978.7439805
1044.84,8.003125129,978.6100336
1045.34,8.011437085,978.4732744
1045.84,8.018080746,978.3600549
1046.34,8.02545381,978.3284951
1046.84,8.033011605,978.31985
1047.34,8.040484652,978.2525641
1047.84,8.047758685,978.0950776
1048.34,8.054940351,977.9491525
1048.84,8.061040293,977.888116
1049.34,8.06949413,977.8145807
1049.84,8.076396796,977.7116728
1050.34,8.083767003,977.6223054
1050.84,8.091513338,977.5421039
1051.34,8.098631206,977.5328339
1051.84,8.107085043,977.4697143
1052.34,8.114307656,977.345454
1052.84,8.120953221,977.2407755
1053.34,8.129268034,977.1265144
1053.84,8.135997395,977.0139198
1054.34,8.143796102,976.9245524
1054.84,8.151069183,976.8646617
1055.34,8.158837419,976.8113329
1055.84,8.166292374,976.7221739
1056.34,8.173938726,976.5720825
1056.84,8.181027075,976.4574048
1057.34,8.189436158,976.3601214
1057.84,8.197066322,976.2810657
1058.34,8.203406224,976.178262
1058.84,8.211579155,976.0792079
1059.34,8.219899681,975.9949443
1059.84,8.226474781,975.9638011
1060.34,8.234165888,975.9108889
1060.84,8.241398023,975.8048563
1061.34,8.249218631,975.7086145
1061.84,8.257324907,975.5336295
1062.34,8.264054268,975.4117649
1062.84,8.271180706,975.3295844
1063.34,8.278755641,975.2794845
1063.84,8.287344694,975.2150108
1064.34,8.295269095,975.1324137
1064.84,8.302587882,974.9645114
1065.34,8.30989429,974.8356682
1065.84,8.317317822,974.7247402
1066.34,8.325391722,974.5990217
1066.84,8.333357069,974.4837191
1067.34,8.340256878,974.3761241
1067.84,8.348892589,974.2888399
1068.34,8.355691463,974.2775908
1068.84,8.363276872,974.1869735
1069.34,8.370435686,974.0470896
1069.84,8.379049496,973.9203296
1070.34,8.386147368,973.757531
1070.84,8.394276497,973.5998361
1071.34,8.401381034,973.4588065
1071.84,8.409763454,973.3915206
1072.34,8.416456631,973.3341297
1072.84,8.424097269,973.232055
1073.34,8.432503495,973.043217
1073.84,8.440840209,972.9291642
1074.34,8.447713355,972.8030291
1074.84,8.455939611,972.6707488
1075.34,8.462363308,972.5067003
1075.84,8.470980928,972.3696286
1076.34,8.478050233,972.300572
1076.84,8.484504401,972.2192248
1077.34,8.493038225,972.1074635
1077.84,8.500863595,971.9752873
1078.34,8.508520421,971.8387364
1078.84,8.516339125,971.6586476
1079.34,8.52387121,971.5325126
1079.84,8.530530107,971.3954409
1080.34,8.539600985,971.3119064
1080.84,8.547780581,971.2031657
1081.34,8.554537557,971.095779
1081.84,8.562309602,970.9153777
1082.34,8.568823761,970.7639323
1082.84,8.577928919,970.6233193
1083.34,8.585374351,970.4566669
1083.84,8.591780909,970.3267821
1084.34,8.599454875,970.2178331
1084.84,8.60690983,970.124716
1085.34,8.615759792,970.0571176
1085.84,8.623437567,969.9347322
1086.34,8.630580193,969.7671424
1086.84,8.636542062,969.6161136
1087.34,8.644715946,969.4456073
1087.84,8.653545911,969.2959326
1088.34,8.661637903,969.1485493
1088.84,8.668846232,969.0551198
1089.34,8.676239293,968.9612736
1089.84,8.684282722,968.8336804
1090.34,8.691994777,968.6259897
1090.84,8.6996716,968.4672533
1091.34,8.707860719,968.3215366
1091.84,8.714683398,968.1750907
1092.34,8.722294518,967.9857319
1092.84,8.729395246,967.8189753
1093.34,8.738084282,967.7121094
1093.84,8.744814595,967.6337828
1094.34,8.753051325,967.4858787
1094.84,8.76137566,967.3015194
1095.34,8.768971544,967.1339296
1095.84,8.776955935,966.9425917
1096.34,8.784437552,966.7726062
1096.84,8.789664305,966.5837682
1097.34,8.798657101,966.4931509
1097.84,8.807994601,966.3877432
1098.34,8.816153249,966.2427556
1098.84,8.823313967,966.0233993
1099.34,8.831676391,965.8359153
1099.84,8.83867904,965.6239543
1100.34,8.846335866,965.4562602
1100.84,8.854780181,965.2306545
1101.34,8.862647448,965.0310882
1101.84,8.868351265,964.8858922
1102.34,8.875440566,964.7532994
1102.84,8.88574743,964.5997708
1103.34,8.892656761,964.4245774
1103.84,8.901688598,964.2132413
1104.34,8.909374943,964.0087796
1104.84,8.91684799,963.805047
1105.34,8.924240098,963.6522475
1105.84,8.933120531,963.5161133
1106.34,8.940053668,963.400394
1106.84,8.946951573,963.2348873
1107.34,8.955047374,962.9990741
1107.84,8.962270939,962.8004452
1108.34,8.970406733,962.5652569
1108.84,8.977584591,962.3797519
1109.34,8.985000505,962.1713322
1109.84,8.992403088,961.9858272
1110.34,9.000037061,961.814071
1110.84,9.008562315,961.6856445
1111.34,9.015703988,961.5032642
1111.84,9.021811548,961.2861994
1112.34,9.031290929,961.0752799
1112.84,9.037989819,960.8615481
1113.34,9.046379857,960.6511494
1113.84,9.053207297,960.466686
1114.34,9.061097418,960.3961712
1114.84,9.06866664,960.2859723
1115.34,9.077317587,960.1226529
1115.84,9.085595263,959.853405
1116.34,9.093183529,959.5981143
1116.84,9.100677525,959.3757374
1117.34,9.108671439,959.1388826
1117.84,9.11577788,958.8492199
1118.34,9.124201246,958.6465288
1118.84,9.132710312,958.4498789
1119.34,9.13955394,958.2842681
1119.84,9.146968901,958.0772024
1120.34,9.15539322,957.8282653
1120.84,9.163083374,957.5779742
1121.34,9.171204885,957.3117469
1121.84,9.178532242,957.0611433
1122.34,9.186256676,956.8491822
1122.84,9.193504999,956.6466995
1123.34,9.202134997,956.4559866
1123.84,9.210829747,956.2210066
1124.34,9.218257087,955.9400931
1124.84,9.226047225,955.6924059
1125.34,9.233440285,955.4512807
1125.84,9.24119043,955.22505
1126.34,9.249616652,954.9784043
1126.84,9.257310615,954.7393622
1127.34,9.265434983,954.4881337
1127.84,9.272825187,954.2829429
1128.34,9.27975261,953.985989
1128.84,9.288480688,953.7174703
1129.34,9.295759481,953.4098924
1129.84,9.303929556,953.1149175
1130.34,9.311771114,952.869001
1130.84,9.31955649,952.6360001
1131.34,9.327105715,952.462994
1131.84,9.335213895,952.2638443
1132.34,9.34298118,952.0115742
1132.84,9.351237906,951.6898308
1133.34,9.359029949,951.4229786
1133.84,9.367351427,951.1222751
1134.34,9.374991113,950.8224048
1134.84,9.382470826,950.4989949
1135.34,9.390239062,950.2280805
1135.84,9.399054744,949.9786227
1136.34,9.40743526,949.7635368
1136.84,9.415623427,949.4498136
1137.34,9.42304315,949.1196335
1137.84,9.431178944,948.7612265
1138.34,9.438651991,948.4257343
1138.84,9.446880152,948.0705563
1139.34,9.454595064,947.7661031
1139.84,9.463210779,947.5085209
1140.34,9.471412277,947.2646876
1140.84,9.479148137,946.9409652
1141.34,9.487476281,946.5752672
1141.84,9.495550181,946.2568569
1142.34,9.503604085,945.9246978
1142.84,9.510188708,945.566395
1143.34,9.518468288,945.1765324
1143.84,9.527580111,944.8642674
1144.34,9.534739877,944.5528357
1144.84,9.54056653,944.263277
1145.34,9.548501406,943.8952876
1145.84,9.554235694,943.5125078
1146.34,9.566400344,943.1233743
1146.84,9.576387261,942.7018478
1147.34,9.582996642,942.2905287
1147.84,9.587574931,941.9437875
1148.34,9.596866724,941.6030874
1148.84,9.60597093,941.2757195
1149.34,9.614952298,940.9164793
1149.84,9.62367371,940.5087016
1150.34,9.631844737,940.1068609
1150.84,9.639417768,939.7236644
1151.34,9.646953662,939.3055751
1151.84,9.654363862,938.9390439
1152.34,9.662989099,938.5392863
1152.84,9.670414535,938.1430701
1153.34,9.679314013,937.7571656
1153.84,9.687839267,937.2890805
1154.34,9.695692251,936.8684914
1154.84,9.70348715,936.371138
1155.34,9.711621992,935.8810756
1155.84,9.72043577,935.3870553
1156.34,9.728367788,934.9905266
1156.84,9.736508344,934.6055595
1157.34,9.744851723,934.2402782
1157.84,9.752908483,933.7586526
1158.34,9.760305353,933.2297394
1158.84,9.769027717,932.7174914
1159.34,9.777439656,932.2562808
1159.84,9.784840334,931.7233054
1160.34,9.794072138,931.1842889
1160.84,9.801578513,930.6930809
1161.34,9.809805721,930.2549932
1161.84,9.817812965,929.7787839
1162.34,9.82602589,929.1871677
1162.84,9.833999807,928.6432558
1163.34,9.842107987,928.0847618
1163.84,9.849336313,927.5049154
1164.34,9.858832834,926.922361
1164.84,9.866186853,926.3976141
1165.34,9.874930166,925.8950528
1165.84,9.882586993,925.3674936
1166.34,9.891197947,924.7908762
1166.84,9.899811757,924.1527015
1167.34,9.908226553,923.5691054
1167.84,9.916066206,922.9694691
1168.34,9.925433225,922.3532717
1168.84,9.933673765,921.7008274
1169.34,9.942478972,921.0810886
1169.84,9.950613814,920.4774943
1170.34,9.959945601,919.8664006
1170.84,9.969308811,919.1898958
1171.34,9.97741223,918.476415
1171.84,9.98562706,917.7082514
1172.34,9.994373229,916.99175
1172.84,10.00393545,916.2930597
1173.34,10.01146183,915.6441567
1173.84,10.02039273,914.9780677
1174.34,10.02950455,914.2855226
1174.84,10.03733659,913.4722587
1175.34,10.04695309,912.6925336
1175.84,10.05511269,911.9546799
1176.34,10.06334466,911.2196384
1176.84,10.07263645,910.4822014
1177.34,10.08058561,909.724141
1177.84,10.08900231,908.9776422
1178.34,10.09733045,908.2272896
1178.84,10.10618137,907.4643339
1179.34,10.11449999,906.6076361
1179.84,10.12275481,905.75198
1180.34,10.13228085,904.8533067
1180.84,10.14100036,903.9524461
1181.34,10.14851911,903.0402322
1181.84,10.1574243,902.2271766
1182.34,10.16674657,901.3930811
1182.84,10.17574793,900.5245094
1183.34,10.18369804,899.5678202
1183.84,10.19228234,898.5993612
1184.34,10.20207119,897.6965216
1184.84,10.21133918,896.7768084
1185.34,10.2192074,895.7976211
1185.84,10.22776122,894.799373
1186.34,10.23600461,893.8545577
1186.84,10.24498693,892.9013058
1187.34,10.25413589,891.9656564
1187.84,10.26392856,890.9030388
1188.34,10.27364885,889.874689
1188.84,10.28108191,888.7997808
1189.34,10.29101264,887.714665
1189.84,10.29969977,886.6068429
1190.34,10.30900871,885.5850551
1190.84,10.31873471,884.4925441
1191.34,10.32728758,883.3654528
1191.84,10.33684885,882.1669093
1192.34,10.34644345,880.9838852
1192.84,10.35452688,879.8368998
1193.34,10.36460902,878.6979344
1193.84,10.37437978,877.5491783
1194.34,10.38369728,876.3643836
1194.84,10.39259104,875.1702146
1195.34,10.40177333,873.9785455
1195.84,10.41085945,872.7512023
1196.34,10.42039406,871.4253259
1196.84,10.4304562,870.1193956
1197.34,10.43967467,868.76498
1197.84,10.44926261,867.4059293
1198.34,10.45856868,866.0864585
1198.84,10.46749577,864.7960999
1199.34,10.47737604,863.4683486
1199.84,10.48714585,862.0690409
1200.34,10.49789931,860.5328179
1200.84,10.50639599,859.0491945
1201.34,10.51704947,857.5860902
1201.84,10.52694497,856.2006355
1202.34,10.53574351,854.7093044
1202.84,10.54575138,853.2200044
1203.34,10.55623916,851.7255486
1203.84,10.5664489,850.2479663
1204.34,10.57561595,848.6755484
1204.84,10.58571713,847.0176691
1205.34,10.59611446,845.3693722
1205.84,10.60620422,843.6759751
1206.34,10.61501609,841.9644024
1206.84,10.62544674,840.246424
1207.34,10.63543842,838.5944295
1207.84,10.64590716,836.9028551
1208.34,10.65613118,835.1234236
1208.84,10.66679417,833.206608
1209.34,10.67643067,831.3227584
1209.84,10.68752026,829.470156
1210.34,10.69799567,827.5878167
1210.84,10.70819874,825.6127769
1211.34,10.71841324,823.6294045
1211.84,10.72926954,821.6220237
1212.34,10.73966591,819.5924573
1212.84,10.75093642,817.4896159
1213.34,10.76254021,815.311208
1213.84,10.77328034,813.0951471
1214.34,10.7848927,810.8474743
1214.84,10.79592325,808.5742308
1215.34,10.80677098,806.3067681
1215.84,10.81870138,804.0217547
1216.34,10.83028518,801.6240427
1216.84,10.84213083,799.132849
1217.34,10.85379176,796.5273942
1217.84,10.86508036,793.9434481
1218.34,10.87646324,791.3174222
1218.84,10.88791658,788.6877507
1219.34,10.89995458,785.9526195
1219.84,10.91222207,783.1712423
1220.34,10.92382777,780.2575847
1220.84,10.93581435,777.3239809
1221.34,10.94847797,774.2592424
1221.84,10.96027125,771.1284158
1222.34,10.97346145,767.8553097
1222.84,10.9867402,764.5023146
1223.34,11.00045317,761.0767215
1223.84,11.01274256,757.6229016
1224.34,11.02691449,754.0500815
1224.84,11.04078934,750.2792053
1225.34,11.05442517,746.2855357
1225.84,11.06869424,742.0458975
1226.34,11.08403646,737.7712102
1226.84,11.09862356,733.3298184
1227.34,11.11359156,728.7024007
1227.84,11.12920421,723.8020376
1228.34,11.14536248,718.6908071
1228.84,11.16197497,713.2710092
1229.34,11.17994247,707.4362988
1229.84,11.19750813,701.0982979
1230.34,11.2168773,694.2453931
1230.84,11.23621981,686.7762388
1231.3,11.25624506,679.1281936
1231.73,11.27637982,671.1145024
1232.12,11.29657933,662.7509973
